0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      2504000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      7976000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      3908000000
0	0	0	0	      3908000000
0	0	0	0	      3912000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      3916000000
0	0	0	0	               0
0	0	0	0	      3916000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      3936000000
0	0	0	0	      3936000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      1276000000
0	0	0	0	               0
0	0	0	0	      8020000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	       288000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      3980000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      3984000000
0	0	0	0	               0
0	0	0	0	      2568000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	       296000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      4028000000
0	0	0	0	               0
0	0	0	0	      4028000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      8096000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      1312000000
0	0	0	0	      1312000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      4140000000
0	0	0	0	      4140000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      4148000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      4168000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	      4192000000
0	0	0	0	      4192000000
0	0	0	0	      4192000000
0	0	0	0	      4192000000
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
0	0	0	0	               0
